ID,price
0,23283.155972297973
1,14795.001435547254
2,36775.59437292578
3,39382.96567874444
4,20922.88938136637
5,17431.747722235952
6,41174.32492250628
7,28473.390739733466
8,27070.336531712026
9,20405.76619195643
10,17337.173945678347
11,24661.238417564542
12,20754.252392033268
13,26410.00713818545
14,25599.00096399815
15,21793.90220243147
16,16215.9019123029
17,24012.669929881526
18,26933.93020237758
19,9733.646432700396
20,25583.5156405891
21,49599.56934795049
22,24206.29701172646
23,20769.813291375016
24,9348.134522050605
25,15690.437634271904
26,33897.9455267746
27,15791.084351130496
28,39567.43796061552
29,49219.48668079261
30,28150.60151006493
31,14969.140973382835
32,24048.192130347918
33,34867.448439631524
34,48052.47706584435
35,19571.082542452546
36,35045.714909454095
37,24319.186266383193
38,25144.804000871776
39,12602.733510381773
40,21004.179373353778
41,18017.12516988045
42,22821.6198865411
43,11796.08698831981
44,12703.138078996395
45,-331.6169857043642
46,6382.392258419459
47,12064.094450886843
48,13248.490966511446
49,41715.53434718758
50,13300.500619998378
51,46776.5310326566
52,24881.6637686274
53,51054.83480584303
54,53600.99755006403
55,15191.206332576156
56,23112.336576055113
57,39682.965366484656
58,27614.88818625132
59,26822.658052494502
60,19917.58753257426
61,20737.640191665505
62,21092.502662725234
63,41244.27150389459
64,47339.75971058362
65,15481.023252620718
66,20080.033540000855
67,22392.31459276509
68,15661.650850521251
69,12622.156233320533
70,22428.57432258432
71,15686.827330177688
72,24907.153692734377
73,22415.059123504016
74,13799.81112453022
75,18232.996914100382
76,13813.597801581182
77,24534.23184705672
78,19215.245029373018
79,44222.36329683542
80,45143.79552866175
81,32299.272943164513
82,13312.614838019537
83,18334.791463299087
84,13606.377409614046
85,21409.4882482259
86,50955.85990454647
87,20251.07464980714
88,24590.076905391485
89,27645.963392433034
90,20366.383464999697
91,24552.25887171883
92,14038.090359183549
93,24564.538483092496
94,17120.578412913113
95,30801.130552411298
96,21509.58459844677
97,22933.54652262755
98,87065.45027846779
99,13943.210648778171
100,19755.01887102454
101,49823.54042308542
102,20956.966749239815
103,22410.218050590982
104,28497.54685678257
105,23785.315902854978
106,63580.72056603148
107,22255.79726239489
108,24790.965821799604
109,8937.69218271428
110,39998.93540659828
111,16692.83784997363
112,20479.4145099409
113,32348.48849554007
114,20865.08283519268
115,28995.07213366345
116,31736.009299058423
117,26441.67752233546
118,30380.600568765327
119,16565.73200981411
120,23585.46416249651
121,24817.460249138618
122,24519.891209865047
123,13767.547294725051
124,25685.039355420053
125,23857.048550032887
126,17199.716464849662
127,32370.385648786345
128,24572.95762541526
129,40027.92807459926
130,16530.711453728298
131,21244.584023289026
132,26181.92847990744
133,26828.34923083011
134,15917.931068258315
135,6651.361547454842
136,14770.085271870954
137,17566.095119628913
138,22232.24714027452
139,29281.92197085296
140,22260.974325498122
141,22890.549934612533
142,13571.510250419375
143,13851.597418668356
144,22845.7837804741
145,14669.060663647717
146,24898.71226266919
147,34994.458595792334
148,22875.621563416717
149,24030.76529535395
150,50617.92593611982
151,26737.309480837568
152,21558.469536874793
153,20016.347584258336
154,20459.10513757023
155,17448.029483173756
156,11507.19487129222
157,30306.23171244745
158,31461.134084564703
159,34782.617996382
160,11289.631785881298
161,24579.213981298242
162,20168.83079626458
163,16046.098591559828
164,27008.906736556215
165,26487.48880135502
166,9474.604656937652
167,14218.034053005447
168,30117.93924962096
169,26872.964655755597
170,20527.276649194857
171,26257.584395342994
172,25297.765103234728
173,26695.724501167628
174,11682.166568466087
175,16333.84774096428
176,27222.572495710356
177,24136.606952216418
178,22538.461847274037
179,9539.63292998722
180,15866.044677178492
181,9882.241213020552
182,48705.77800857686
183,8502.047484663257
184,22342.64361477064
185,22650.800304207423
186,26773.78794903687
187,17276.97423465859
188,24116.1885273253
189,22336.379011873003
190,34119.86431068572
191,26501.586128541843
192,36102.210427700506
193,36875.72832458756
194,12195.766624761338
195,48138.02024973054
196,17741.820744235894
197,9661.716563470622
198,17156.712063101357
199,1525.256539200811
200,33613.34976740229
201,38400.126987123804
202,20153.561524455334
203,19814.642180284583
204,28103.878055632635
205,24432.14806063266
206,20757.42859272152
207,49912.496777786364
208,22502.988902762885
209,10582.588961913461
210,26469.862427302935
211,24233.30472387022
212,23903.976694375222
213,38573.798930716664
214,15963.994351328558
215,28322.789214194356
216,21489.510175110052
217,20059.960374354698
218,25648.665443981467
219,32117.043832000876
220,26403.025300468627
221,26138.075305985432
222,20626.545487233598
223,17028.028681061784
224,17088.740917486743
225,51872.75298513798
226,19353.970432372895
227,27781.532117140094
228,20849.829150975987
229,15815.210876010895
230,27786.371254382524
231,30706.505892078843
232,22399.00688871891
233,14255.34122365115
234,30305.017930518225
235,16509.620585363537
236,20122.96126331914
237,20014.221582652397
238,110751.16655198784
239,24225.37597953521
240,19551.26170743532
241,39084.85192767947
242,19356.670437724333
243,38339.74768523704
244,24415.622171172727
245,20334.548762512444
246,16436.476024786753
247,52058.73590263461
248,24523.363204369558
249,17202.090709216667
250,26124.954017523538
251,26287.087846182698
252,39979.38418677695
253,14968.524938116772
254,40179.6072723966
255,38722.86484741272
256,18908.514168734688
257,49723.01755219887
258,27729.549460793853
259,18431.13046542942
260,24339.868537236405
261,24064.874416277955
262,14428.018193286884
263,17600.45663504831
264,40082.96486084403
265,28302.247070939895
266,20488.34420773623
267,12850.893836538069
268,20394.183762090426
269,25643.610707782245
270,19658.346897131036
271,28323.643065775635
272,19586.579820168245
273,20836.015268431518
274,5680.094823303756
275,13028.309242876669
276,26023.714933096082
277,24306.96859003643
278,11568.446468681796
279,26110.284279610656
280,25388.250265295548
281,48013.21300741701
282,23253.381070965446
283,16231.940695422845
284,17998.50945685418
285,17356.71153747181
286,26772.50926914622
287,24426.876056752517
288,22179.95278747211
289,24817.291488190986
290,12950.072402702968
291,41796.31961805155
292,27139.33346039437
293,29641.291529216425
294,20614.424681579927
295,26517.995826502494
296,23721.8775655355
297,53152.224784439284
298,21826.052588250797
299,39961.61432487266
300,11192.47570085142
301,20858.182316927312
302,18927.026168894536
303,27089.756929383817
304,29948.11922055225
305,30081.66636216644
306,25718.035686412146
307,30628.913150258755
308,19563.412414275877
309,30033.580550298495
310,27730.611604058526
311,18535.591609598305
312,25912.814312882812
313,38570.224940045046
314,24605.295039935867
315,18807.115090758027
316,12200.452031428656
317,27643.7491739093
318,19860.265536746938
319,33279.37461826919
320,27852.094574948504
321,10892.650417922552
322,29705.98575266476
323,14435.012328225006
324,24282.779687903632
325,17848.82519334823
326,62615.6916410605
327,20860.74826626008
328,19371.179254920076
329,13988.038338115399
330,25191.6899990038
331,25983.838800620608
332,40258.80721396569
333,24203.41485264709
334,31159.673870782804
335,24761.45912808851
336,54702.769086947636
337,47917.6164124492
338,19771.542535648667
339,18844.81942684322
340,27583.63343158135
341,15379.377641936044
342,19570.709476800406
343,30255.24828950558
344,21514.01728377844
345,19592.609369040627
346,35578.53257002559
347,23862.86657037822
348,11311.493359050459
349,30091.158072888345
350,56352.99109506057
351,20127.26771440037
352,40702.28777706927
353,25006.52727384888
354,35727.00943074259
355,13398.537069754911
356,70446.36158206486
357,23498.66666785988
358,18504.916087894795
359,23855.53765707729
360,31489.524779691346
361,14941.498367507826
362,53543.06380080548
363,67880.73091506938
364,19381.152210714437
365,27117.30739063695
366,19413.31342695062
367,28417.429136853567
368,17419.145319597803
369,28803.664816033313
370,17455.93266147382
371,26456.905360127173
372,12402.689676638902
373,8668.137275977133
374,18913.263699332332
375,21937.623595884972
376,29886.785632532483
377,21217.703960274288
378,20196.989836314395
379,26560.285838176365
380,24563.112450583914
381,24541.75468526716
382,35734.414783463704
383,27169.993352167658
384,24920.42864714067
385,36707.07238534014
386,27518.469909820073
387,19612.671825026944
388,24557.55750676233
389,26925.258641142675
390,21582.076145931496
391,20213.359130944016
392,47271.54641757476
393,45125.288737086186
394,9764.473672517724
395,54032.55286755471
396,25261.487457834453
397,25099.880361312396
398,30031.875958816243
399,22920.564107226044
400,22941.06408076752
401,19987.372134557547
402,20795.228988689305
403,25134.476642671914
404,14555.205873908766
405,12183.3771663757
406,10041.807877116626
407,23927.45721056186
408,63164.51752540548
409,22795.270062845797
410,29044.268699370983
411,29263.5664464779
412,20115.32758878588
413,37343.97066118027
414,36265.191337183525
415,24260.713822468417
416,28279.434474295926
417,35287.25379961177
418,30527.7558290423
419,25353.465224897922
420,25010.067679552994
421,50620.72232292733
422,12237.977014070242
423,23752.567118608385
424,24574.84722653687
425,26863.764754061383
426,17765.077615312246
427,23730.461686695642
428,26287.053045910805
429,26158.64500538244
430,45724.587475092594
431,24193.40073668222
432,26640.36331559503
433,17692.62178322272
434,29331.66478723714
435,9979.411619839655
436,24639.501237644054
437,15706.361485426693
438,14645.975172714312
439,40303.51145263975
440,11295.026435604519
441,16282.603187468567
442,24232.738225467878
443,12955.28930857237
444,26711.223002577903
445,84253.6536353764
446,18399.57451796792
447,16638.89628732513
448,14973.237605902967
449,25925.233072428153
